#Dataset: MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2015_v1
#Variable: meanpr
#Area: sea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-16
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","full_domain"
"2031-11",7.791,6.618
"2031-12",7.515,6.236
"2032-01",12.543,7.933
"2032-02",13.375,6.263
"2032-03",13.349,5.999
"2032-04",17.724,9.461
"2032-05",14.634,10.637
"2032-06",11.564,10.269
"2032-07",11.656,13.609
"2032-08",9.824,11.329
"2032-09",8.337,9.5
"2032-10",10.542,9.155
"2032-11",8.078,6.438
"2032-12",9.997,8.361
"2033-01",14.081,8.28
"2033-02",15.716,7.622
"2033-03",14.718,7.491
"2033-04",13.509,8.95
"2033-05",14.965,11.585
"2033-06",9.353,9.577
"2033-07",6.294,10.621
"2033-08",7.038,9.498
"2033-09",7.452,10.388
"2033-10",8.215,6.996
"2033-11",9.065,7.333
"2033-12",9.986,8.42
"2034-01",13.35,8.779
"2034-02",12.161,7.072
"2034-03",13.387,7.685
"2034-04",15.044,8.639
"2034-05",13.618,11.133
"2034-06",10.716,11.736
"2034-07",10.527,12.326
"2034-08",8.072,10.763
"2034-09",8.273,8.799
"2034-10",7.184,6.247
"2034-11",8.078,6.831
"2034-12",8.25,6.442
"2035-01",10.788,7.212
"2035-02",15.608,8.971
"2035-03",9.223,4.759
"2035-04",12.078,9.418
"2035-05",13.044,9.285
"2035-06",16.092,13.422
"2035-07",10.938,13.33
"2035-08",12.001,13.217
"2035-09",10.649,11.397
"2035-10",10.569,9.894
"2035-11",11.665,9.035
"2035-12",8.104,7.301
"2036-01",15.738,10.642
"2036-02",12.935,7.565
"2036-03",14.571,8.978
"2036-04",12.341,10.236
"2036-05",14.309,12.165
"2036-06",14.56,12.598
"2036-07",11.297,12.348
"2036-08",8.965,10.925
"2036-09",9.164,9.803
"2036-10",9.336,7.98
"2036-11",10.771,9.904
"2036-12",12.977,9.399
"2037-01",19.349,11.321
"2037-02",14.356,6.973
"2037-03",13.245,9.234
"2037-04",13.153,10.289
"2037-05",13.689,11.397
"2037-06",13.399,11.369
"2037-07",9.081,12.827
"2037-08",7.531,9.535
"2037-09",7.802,9.852
"2037-10",8.82,8.067
"2037-11",9.825,7.864
"2037-12",12.559,9.355
"2038-01",16.084,8.01
"2038-02",14.33,8.139
"2038-03",10.225,5.819
"2038-04",14.627,8.591
"2038-05",19.15,13.29
"2038-06",16.293,13.361
"2038-07",10.311,13.177
"2038-08",7.81,12.663
"2038-09",9.279,10.554
"2038-10",11.366,9.802
"2038-11",9.01,8.562
"2038-12",9.231,8.581
"2039-01",13.484,11.091
"2039-02",16.665,10.155
"2039-03",13.533,10.024
"2039-04",11.895,9.027
"2039-05",17.722,13.679
"2039-06",13.961,11.451
"2039-07",8.17,11.235
"2039-08",4.642,10.81
"2039-09",7.038,7.867
"2039-10",8.413,7.164
"2039-11",8.92,7.51
"2039-12",9.566,7.296
"2040-01",12.475,8.738
"2040-02",13.856,9.523
"2040-03",13.102,7.421
"2040-04",15.261,8.896
"2040-05",16.912,11.615
"2040-06",17.182,14.052
"2040-07",13.066,14.373
"2040-08",12.544,13.296
"2040-09",10.569,11.925
"2040-10",12.329,10.633
"2040-11",12.166,10.013
"2040-12",10.722,9.092
"2041-01",16.267,10.587
"2041-02",15.413,7.81
"2041-03",11.737,8.1
"2041-04",14.18,8.011
"2041-05",14.078,11.408
"2041-06",10.735,11.231
"2041-07",8.647,11.162
"2041-08",6.98,9.486
"2041-09",7.687,9.17
"2041-10",6.712,7.216
"2041-11",7.429,6.748
"2041-12",10.575,7.943
"2042-01",17.894,9.46
"2042-02",14.129,8.091
"2042-03",14.301,8.48
"2042-04",14.633,10.37
"2042-05",17.35,13.096
"2042-06",15.461,12.956
"2042-07",13.792,12.022
"2042-08",11.028,13.246
"2042-09",9.999,11.082
"2042-10",8.79,8.393
"2042-11",6.96,6.914
"2042-12",13.706,10.418
"2043-01",15.618,9.301
"2043-02",17.034,9.555
"2043-03",12.133,8.413
"2043-04",15.01,10.726
"2043-05",18.053,14.668
"2043-06",13.499,13.3
"2043-07",10.561,11.387
"2043-08",7.147,10.562
"2043-09",9.155,10.453
"2043-10",6.821,6.952
"2043-11",8.514,6.875
"2043-12",8.967,6.728
"2044-01",15.139,8.036
"2044-02",14.522,7.426
"2044-03",12.567,7.727
"2044-04",12.85,8.689
"2044-05",13.101,10.355
"2044-06",15.117,12.795
"2044-07",12.928,12.631
"2044-08",11.426,11.215
"2044-09",10.758,10.791
"2044-10",9.804,8.457
"2044-11",9.221,7.867
"2044-12",10.316,8.425
"2045-01",14.21,10.437
"2045-02",12.159,5.902
"2045-03",13.961,9.971
"2045-04",14.655,9.02
"2045-05",15.915,10.699
"2045-06",11.32,9.735
"2045-07",11.003,12.807
"2045-08",8.632,11.441
"2045-09",9.359,8.623
"2045-10",8.914,7.662
"2045-11",9.422,8.64
"2045-12",10.035,7.821
"2046-01",14.535,9.296
"2046-02",12.208,5.887
"2046-03",14.443,6.892
"2046-04",11.055,7.488
"2046-05",16.294,13.2
"2046-06",14.879,12.169
