#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-SAM
#Experiment: historical
#Model: MPI-M-MPI-ESM-LR_r1i1p1_SMHI-RCA4_v3
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: land only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-15
"date","SCA","NWS","NSA","NES","SAM","SWS","SES","SSA","full_domain"
"1990-11",11.171,7.91,6.161,6.365,8.075,2.819,2.982,3.842,5.838
"1990-12",5.525,6.367,7.646,10.363,10.095,2.528,3.562,3.826,6.887
"1991-01",3.746,5.72,3.15,9.954,9.473,2.263,3.542,3.852,5.525
"1991-02",2.72,5.249,2.447,10.08,9.344,2.112,2.739,4.268,5.125
"1991-03",2.177,6.174,4.467,11.337,6.03,2.776,1.727,2.6,5.115
"1991-04",3.639,8.691,8.352,7.658,5.65,5.038,1.817,3.53,5.959
"1991-05",9.593,6.351,8.57,2.52,1.008,3.006,1.406,3.535,4.181
"1991-06",12.664,3.088,4.929,1.355,0.088,5.578,0.329,3.791,2.653
"1991-07",16.973,2.647,3.518,1.316,0.121,4.894,0.709,3.347,2.375
"1991-08",14.401,3.646,2.47,1.178,0.256,3.797,0.785,2.738,2.092
"1991-09",15.852,6.151,3.435,1.5,1.17,3.891,1.164,2.682,2.918
"1991-10",14.557,7.009,5.087,2.265,2.87,2.842,1.531,2.552,3.795
"1991-11",14.157,5.804,7.715,6.566,9.511,3.335,2.512,3.552,6.229
"1991-12",8.424,5.402,7.636,9.48,7.027,3.788,5.944,3.677,6.79
"1992-01",5.924,5.074,4.996,10.089,7.527,4.427,5.345,3.763,6.152
"1992-02",7.217,5.367,4.2,6.007,8.88,3.911,3.935,3.206,5.285
"1992-03",4.588,6.074,4.202,9.128,9.433,1.981,3.285,3.299,5.608
"1992-04",6.144,5.756,6.788,7.38,2.594,1.851,1.527,3.155,4.511
"1992-05",9.761,5.514,8.368,3.862,0.75,1.848,0.51,3.558,3.949
"1992-06",15.548,3.269,5.056,1.781,0.161,3.929,0.746,3.022,2.796
"1992-07",12.702,3.032,3.315,1.353,0.107,5.989,0.351,3.082,2.254
