#Dataset: ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1
#Variable: meanpr
#Area: land
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-03-05
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","GIC","NWN","NEN","NEU","EEU","RAR","WSB","ESB","RFE","ARO","full_domain"
"2012-07",1.074,2.5,1.709,3.309,2.007,1.721,2.555,1.855,3.501,0.753,1.993
"2012-08",1.363,2.365,1.321,2.348,5.996,2.186,8.632,0.793,4.07,0.832,2.183
"2012-09",1.667,2.471,1.718,2.742,2.662,1.758,6.421,2.121,2.951,2.233,2.101
"2012-10",1.312,2.404,1.137,2.669,4.452,1.368,6.007,0.798,1.72,1.661,1.772
"2012-11",1.061,1.984,1.054,2.654,3.266,1.5,3.828,2.02,1.423,1.211,1.682
"2012-12",1.468,1.618,0.624,2.141,2.255,0.804,3.17,0.472,1.027,0.731,1.235
"2013-01",1.021,1.285,0.29,2.237,2.504,0.848,2.489,0.406,0.876,0.846,1.101
"2013-02",1.051,1.254,0.459,2.415,1.821,0.681,2.694,0.427,0.661,0.917,1.031
"2013-03",0.665,1.573,0.254,2.988,3.373,1.167,5.932,0.976,0.609,0.573,1.282
"2013-04",0.672,1.133,0.464,2.222,1.444,0.753,2.286,0.629,1.625,0.408,1.004
"2013-05",0.937,1.02,0.374,0.868,1.682,1.166,3.321,0.412,1.163,1.003,1.038
"2013-06",1.626,1.31,1.142,2.049,4.48,1.246,6.906,1.506,1.728,0.905,1.492
"2013-07",1.344,1.926,0.78,1.798,2.282,1.764,4.183,1.403,2.578,1.165,1.741
"2013-08",1.552,2.754,1.314,3.364,1.835,2.106,2.861,3.515,3.015,2.048,2.224
"2013-09",1.995,3.099,1.707,2.109,3.204,1.766,3.239,1.277,2.085,2.167,2.16
"2013-10",1.383,2.086,1.268,3.536,3.644,2.006,5.35,1.213,2.195,1.9,2.06
"2013-11",1.306,1.811,0.716,2.308,3.103,1.484,4.847,0.899,1.344,1.353,1.595
"2013-12",0.891,1.266,0.666,2.058,1.409,0.705,1.538,0.533,0.489,0.683,1
"2014-01",1.085,1.142,0.277,2.008,1.882,0.781,2.521,0.913,0.625,1.193,1.037
"2014-02",1.254,0.66,0.193,2.043,2.79,0.893,3.61,0.333,1.479,1.231,1.035
"2014-03",1.186,0.894,0.33,1.733,3.658,0.953,4.252,0.512,0.964,0.69,1.095
"2014-04",1.072,1.067,0.802,1.339,2.091,0.936,4.038,0.763,1.267,0.634,1.076
"2014-05",1.164,0.823,0.707,1.584,1.831,0.855,3.412,0.192,0.814,0.668,1.01
"2014-06",1.01,1.841,0.936,2.194,2.943,1.299,7.78,0.797,1.66,1.25,1.468
"2014-07",1.373,2.229,0.98,1.716,3.624,2.2,7.653,2.943,2.179,1.201,1.92
"2014-08",1.808,3.228,1.843,3.481,2.849,2.052,3.723,2.103,3.168,1.414,2.405
"2014-09",1.768,2.437,1.826,3.322,3.32,2.422,6.227,0.904,1.383,1.227,2.315
"2014-10",1.9,1.371,1.113,2.814,3.901,1.336,6.532,0.591,1.389,1.926,1.66
"2014-11",1.416,1.073,0.877,2.267,2.899,1.07,3.097,0.618,1.234,1.083,1.31
"2014-12",1.265,0.796,0.988,2.037,2.314,0.695,1.74,0.391,1.175,0.97,1.048
"2015-01",0.995,1.09,0.194,2.516,1.251,0.856,1.507,0.824,0.814,0.81,1.068
"2015-02",1.203,1.107,0.334,2.858,1.122,0.942,1.16,0.57,0.789,2.044,1.198
"2015-03",1.17,1.068,0.349,2.159,1.306,0.978,2.614,0.584,0.625,1.18,1.126
"2015-04",0.93,1.1,0.933,2.661,2.152,1.3,4.352,0.794,1.085,0.921,1.329
"2015-05",0.674,1.58,0.737,2.048,1.64,0.98,3.643,1.124,0.842,0.928,1.155
"2015-06",1.121,1.871,1.121,2.152,1.015,1.769,3.669,1.111,1.566,0.832,1.578
"2015-07",1.195,2.128,1.15,2.908,2.301,1.537,5.555,1.204,2.467,1.128,1.785
"2015-08",1.799,2.64,1.294,2.491,2.812,1.435,5.042,2.553,2.976,1.364,1.969
"2015-09",1.675,2.918,1.988,2.78,2.652,2.01,6.11,1.525,2.486,1.752,2.248
"2015-10",1.711,2.19,1.099,2.077,3.051,1.616,4.745,0.571,1.785,1.562,1.796
"2015-11",1.916,1.187,0.571,2.116,1.944,1.161,3.063,0.473,1.281,0.959,1.39
"2015-12",1.146,1.287,0.724,2.3,2.151,1.035,3.1,0.826,1.031,0.938,1.233
"2016-01",1.025,0.979,0.411,2.848,1.426,0.679,1.227,0.627,0.623,0.741,1.034
"2016-02",1.456,1.087,0.217,1.777,1.61,0.871,2.838,0.362,0.502,0.803,1.067
"2016-03",0.907,0.89,0.541,2.483,2.561,1.018,2.566,0.652,1.347,0.459,1.157
"2016-04",1.205,1.439,0.937,1.785,3.702,1.143,7.562,0.659,0.98,0.807,1.282
"2016-05",1.032,1.145,0.359,1.872,3.937,1.465,8.494,1.203,1.097,0.731,1.294
"2016-06",1.364,1.709,0.712,2.082,3.111,1.805,7.892,2.557,2.177,0.9,1.711
"2016-07",0.797,2.334,0.854,2.269,3.343,2.027,3.977,0.726,2.642,1.031,1.844
"2016-08",1.5,2.839,0.92,3.566,1.922,1.647,4.851,1.114,2.569,0.692,1.979
"2016-09",1.52,2.676,1.646,2.469,4.661,1.82,7.858,0.686,2.695,1.353,2.081
"2016-10",1.713,1.937,1.168,2.609,6.402,1.469,8.167,0.645,1.208,1.765,1.757
"2016-11",1.005,1.292,1.018,2.344,1.987,1.197,1.921,1.027,2.061,0.518,1.355
"2016-12",1.322,0.82,0.396,1.595,1.818,1.053,1.543,0.74,1.614,0.755,1.121
"2017-01",0.643,0.663,0.506,2.717,2.793,0.686,4.341,0.364,1.318,0.476,0.949
"2017-02",1.025,0.979,0.291,2.742,1.64,0.813,2.682,0.206,1.545,1.213,1.115
"2017-03",0.895,1.397,0.412,2.668,1.875,0.583,3.072,0.383,0.695,0.693,1.041
"2017-04",1.271,1.127,0.818,2.387,2.267,0.955,4.248,0.628,1.194,0.617,1.257
"2017-05",1.235,0.871,0.971,1.882,2.466,0.985,5.486,2.426,1.142,0.742,1.161
"2017-06",1.516,1.029,0.676,2.298,1.358,1.411,4.399,0.713,1.487,0.44,1.427
"2017-07",1.312,2.466,1.798,2.087,4.06,1.999,8.745,0.733,1.906,0.774,1.981
"2017-08",1.721,2.581,1.245,3.137,1.779,1.951,2.145,2.427,2.471,0.945,2.092
"2017-09",1.522,2.643,1.287,3.124,3.054,2.024,3.399,1.89,3.07,1.171,2.177
"2017-10",1.712,2.873,1.194,2.735,1.674,1.541,3.521,0.764,1.46,2.292,1.962
"2017-11",1.229,1.65,0.819,2.813,6.092,1.37,7.08,1.091,0.879,1.085,1.574
"2017-12",1.116,1.259,0.354,3.169,1.697,0.787,2.409,0.487,0.851,1.093,1.179
"2018-01",0.96,0.845,0.318,3.015,2.176,0.669,2.542,0.326,0.588,1.174,1.017
"2018-02",1.138,1.072,0.224,2.501,2.236,0.847,3.866,0.541,1.545,1.299,1.15
"2018-03",0.983,0.593,0.745,1.812,1.675,0.814,2.704,0.96,2.39,1.218,1.013
"2018-04",0.647,1.133,0.915,0.944,2.498,0.906,3.162,0.91,1.709,0.298,1.029
"2018-05",0.637,1.258,0.644,2.153,1.652,1.115,2.936,2.086,1.278,0.723,1.138
"2018-06",0.922,1.709,1.066,2.558,2.183,1.305,5.824,1.153,1.455,1.162,1.449
"2018-07",1.413,1.814,1.316,2.665,2.103,1.708,3.059,2.458,2.199,1.574,1.749
"2018-08",1.674,2.882,2.272,2.412,5.115,2.513,6.498,1.863,2.844,1.205,2.452
"2018-09",2.229,2.848,1.537,3.051,3.86,2.002,6.418,0.769,2.22,1.644,2.309
"2018-10",1.643,2.533,1.429,3.376,3.325,1.559,5.995,1.458,1.746,2.1,2.01
"2018-11",1.698,1.269,0.868,3.04,3.309,1.534,4.874,0.848,2.172,1.266,1.67
"2018-12",1.442,0.81,0.934,3.127,1.462,0.995,1.312,0.466,1.543,0.658,1.326
"2019-01",1.524,0.86,0.301,1.672,2.621,0.936,2.653,0.52,1.305,0.85,1.134
"2019-02",0.877,0.778,0.211,2.352,1.87,1.144,1.644,1.029,1.283,0.729,1.098
"2019-03",1.062,0.649,0.454,1.583,2.533,0.81,3.72,0.168,1.204,0.931,0.938
"2019-04",0.796,1.146,0.382,2.141,1.817,0.811,3.567,0.454,1.276,0.896,1.013
"2019-05",1.495,1.168,0.572,1.768,3.299,0.987,6.469,0.635,1.269,0.941,1.208
"2019-06",1.009,2.158,0.916,2.508,2.72,1.559,4.427,2.274,2.218,0.678,1.696
"2019-07",1.589,2.126,1.449,3.633,4.033,1.784,5.969,0.835,2.464,1.031,1.983
"2019-08",1.592,3.308,2.208,2.013,5.173,1.725,4.419,0.711,2.003,1.404,2.191
"2019-09",1.473,1.94,1.931,2.185,2.964,1.835,5.463,1.448,2.924,0.744,1.923
"2019-10",1.662,1.923,1.49,2.811,3.848,1.631,5.144,1.166,2.378,1.415,1.885
"2019-11",1.505,1.856,0.839,2.689,3.387,1.271,4.633,0.909,0.595,1.727,1.58
"2019-12",0.984,1.172,0.188,2.334,2.468,1.079,3.644,0.803,0.76,0.581,1.163
"2020-01",0.95,0.954,0.398,1.953,2.641,0.947,2.892,0.623,0.595,0.919,1.047
"2020-02",0.948,0.471,0.395,2.242,1.945,0.602,2.737,0.329,0.871,0.76,0.829
"2020-03",0.871,1.096,0.406,2.455,1.841,0.797,2.517,0.927,0.758,1.105,1.068
"2020-04",0.798,0.983,0.596,2.199,1.693,0.748,3.974,0.445,0.83,0.403,0.966
"2020-05",0.826,1.032,0.454,2.267,3.472,1.129,7.556,0.983,0.811,1.095,1.153
"2020-06",1.49,1.668,0.866,2.126,3.042,1.405,6.064,1.451,1.806,0.858,1.55
"2020-07",1.99,2.693,2.096,2.089,3.188,1.979,6.658,1.191,2.402,0.999,2.136
"2020-08",1.651,2.792,1.493,3.349,2.122,2.474,2.939,1.45,2.919,1.399,2.406
"2020-09",2.087,3.061,2.331,2.928,3.804,1.854,5.922,1.54,2.274,2.077,2.382
"2020-10",1.961,2.377,1.453,1.921,3.177,1.226,3.86,0.431,1.403,1.856,1.737
"2020-11",1.603,1.798,0.976,2.116,2.482,1.152,2.825,0.86,0.96,1.242,1.46
"2020-12",1.235,1.158,0.899,1.677,1.596,1.059,2.59,0.736,1.758,0.869,1.209
"2021-01",1.308,1.785,0.343,1.368,0.96,0.973,1.149,0.446,0.809,0.709,1.187
"2021-02",1.066,0.766,0.192,2.271,1.893,0.659,2.482,0.354,0.836,0.718,0.924
"2021-03",1.143,1.421,0.336,1.998,1.689,1.126,2.396,0.725,1.965,1.426,1.284
"2021-04",0.804,0.937,0.891,2.539,3.659,0.772,3.439,1.264,1.124,0.54,1.086
"2021-05",1.101,1.485,0.825,1.448,2.493,0.918,4.419,0.715,2.21,1.083,1.226
"2021-06",0.722,1.737,0.598,3.077,3.67,1.668,6.458,0.968,2.569,0.35,1.647
"2021-07",1.442,2.392,1.28,2.155,2.946,1.925,3.436,2.812,2.542,0.963,1.999
"2021-08",1.504,2.992,1.357,2.805,1.715,1.744,4.813,3.682,3.205,1.353,2.114
"2021-09",1.88,2.799,1.389,3.143,3.13,1.571,4.47,0.984,2.086,1.15,2.026
