#Dataset: ECMWF-ERAINT_r1i1p1_CSIRO-CCAM-2008_v1
#Variable: meanpr
#Area: sea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-23
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","EAN","WAN","full_domain"
"1998-01",1.054,1.11,1.25
"1998-02",1.497,1.972,1.716
"1998-03",1.997,1.685,2.008
"1998-04",2.32,2.034,2.269
"1998-05",2.157,1.817,1.915
"1998-06",1.921,1.685,1.912
"1998-07",1.978,1.264,1.941
"1998-08",2.108,1.509,1.95
"1998-09",1.789,1.889,1.871
"1998-10",1.567,1.163,1.567
"1998-11",1.465,1.158,1.502
"1998-12",1.471,0.899,1.466
"1999-01",1.278,0.971,1.269
"1999-02",1.568,1.352,1.761
"1999-03",1.826,2.016,1.968
"1999-04",2.191,1.808,2.299
"1999-05",2.096,1.7,1.956
"1999-06",1.642,1.354,1.728
"1999-07",1.72,1.759,1.866
"1999-08",2.317,1.336,1.945
"1999-09",1.773,1.669,1.771
"1999-10",1.847,1.663,1.762
"1999-11",1.009,1.585,1.404
"1999-12",1.282,1.177,1.425
"2000-01",1.127,1.072,1.365
"2000-02",1.764,1.768,1.955
"2000-03",1.583,1.673,1.651
"2000-04",2.093,1.612,2.124
"2000-05",1.836,1.813,1.949
"2000-06",1.844,1.585,1.715
"2000-07",1.719,1.858,1.69
"2000-08",1.542,1.642,1.602
"2000-09",1.48,1.763,1.545
"2000-10",1.47,1.533,1.59
"2000-11",1.497,1.448,1.544
"2000-12",0.838,0.647,0.969
"2001-01",1.171,0.853,1.245
"2001-02",1.305,1.134,1.493
"2001-03",2.009,1.777,2.026
"2001-04",2.265,1.911,2.228
"2001-05",2.166,1.995,2.032
"2001-06",1.952,1.831,1.92
"2001-07",2.013,1.573,1.803
"2001-08",1.704,1.524,1.845
"2001-09",1.802,1.738,1.819
"2001-10",1.718,1.698,1.974
"2001-11",1.501,1.346,1.614
"2001-12",1.347,0.932,1.404
"2002-01",1.266,1.143,1.44
"2002-02",1.747,1.708,1.891
"2002-03",1.935,1.843,1.853
"2002-04",2.287,2.108,2.249
"2002-05",2.099,1.883,1.939
"2002-06",2.021,1.59,1.968
"2002-07",1.692,1.6,1.702
"2002-08",1.786,1.622,1.57
"2002-09",1.659,1.759,1.634
"2002-10",1.743,1.079,1.642
"2002-11",1.07,1.164,1.219
"2002-12",1.06,1.208,1.251
"2003-01",1.076,1.06,1.229
"2003-02",1.59,1.189,1.623
"2003-03",2.078,1.714,1.952
"2003-04",2.315,2.104,2.287
"2003-05",2.04,2.04,2.018
"2003-06",1.964,1.723,1.883
"2003-07",1.834,1.734,1.872
"2003-08",2.277,1.752,2.181
"2003-09",1.735,1.74,1.743
"2003-10",1.468,1.496,1.545
"2003-11",1.264,1.456,1.455
"2003-12",1.165,0.796,1.181
"2004-01",1.215,0.884,1.319
"2004-02",1.472,1.27,1.62
"2004-03",2.234,1.751,2.07
"2004-04",1.934,1.815,1.91
"2004-05",1.8,2.144,1.969
"2004-06",1.851,1.697,1.754
"2004-07",1.784,2.066,1.765
"2004-08",2.14,1.843,1.888
"2004-09",1.853,1.755,1.783
"2004-10",1.738,1.556,1.779
"2004-11",1.245,1.538,1.43
"2004-12",0.985,0.916,1.111
"2005-01",1.13,1.17,1.382
"2005-02",1.821,1.362,1.802
"2005-03",1.978,1.868,2.083
"2005-04",2.353,1.844,2.308
"2005-05",2.004,1.902,1.949
"2005-06",1.592,2.168,1.785
"2005-07",1.69,2.032,1.758
"2005-08",1.944,2.056,1.897
"2005-09",1.632,1.751,1.571
"2005-10",1.478,1.771,1.599
"2005-11",1.088,1.666,1.326
"2005-12",0.98,1.157,1.171
